run_report,path,sha256,verified
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_val.npz,0a32fbccf72fcc7f7e4c08feca0f835f2a64e7fe2a2d2b3367d49ed9ca802392,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_test.npz,50bb197ea19557a2752bdc5cd3d90590061eb77b609db120f10eefd2fe79c008,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_val.npz,27d2640d5016afe84015cf414d6a56d8b44a54e42df13cdf85597d8e3c35eb9a,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_test.npz,b56bc665deac169b17b1939bd8435bf0bc5d7bf88a4c1230cf23dc641aa70ec6,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\best.pt,088f8701640b21ed2c8a227be4fe195ebf03f98d3aff704adc906aeb3184d58e,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\last.pt,8c5a9f75f7923776e410dbff35a3e90b1dd0c337837d70e7892bca49d9d18058,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_rtmpose_performance\training_history.csv,8073a13c8fd6f0370a0077b4ee59997de7afca9c1b1259298de2c8e4dee1f54a,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_val.npz,a9614bafc1914111246ce061bdaee8b0cc20b526c69d75312f0316ac80d20cfb,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_test.npz,655e1e8ecc1f1d8384fdef6a3d88af91c142dea96a63d18f0599e3dc354b72f7,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_val.npz,1803102e9177d8ef03e2a493604349db320f0e6829d0e71447e5e8c9463798ef,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_yolo11l_pose_test.npz,5c34badb65521bedc573304a0660dc198e8d556e7aae3acdc4183d99f731132e,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\best.pt,2da296e4228da4cb49ddf78cc4274c81516a080063f9a709e0fbde46c2babb5b,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\last.pt,aaa631baee06ad3965b25f2d03c1e1fe8edaea17df4b654346a12e45189581e2,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed123\bounded_reliability_observed_modulation\train_yolo11l_pose\training_history.csv,dfcfdecc617741546e1b0bbbfbc9ad9632ca6971a74e0c835061672acef5a0a4,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_val.npz,a5334cada9de2fde05760fb8286d62bf7142f4fdecd6b21dca0c008e1472bc1c,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_rtmpose_performance_test.npz,05430653f67a2fec706d7d68ef65b4360a32473928caef802663650475ff9234,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_val.npz,465925bafe0d56b308af7ee9039c4a81cfe0ee6f9a51bb925bb257ccf97d699a,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\per_sample_yolo11l_pose_test.npz,c2faf2187a98df010a5d70612ac0f30360fc7f48e3f692b582d530c07b45d9ad,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\best.pt,33f8ef3f624a34b92f4c0e52ea90b2bf68103e0735c2345212363189d0b9169d,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\last.pt,d209626d022e7c8f61ba84330f611272ccc06d5797d1432707ebca4d4e3c37f2,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_rtmpose_performance\training_history.csv,5b7c294113ed576aa7cec39470b9637dfdd5431e1e7b9fc1d154cf6be3024893,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_val.npz,34d0f1ed5b113645cb56ce4bd31807e5c9791343170d6bea6139311e5119066c,True
D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\phase9c_r1e_run_report.json,D:\Research\vv_pose_project\outputs\phase9c_r1e_synergy_attribution\split_b\seed2026\bounded_reliability_observed_modulation\train_yolo11l_pose\per_sample_rtmpose_performance_test.npz,26b359aa8e681d7ee2424930ef885062e54f25b8f5a1dad974d5475a3f64b211,True
